tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
1738	"В Сектор Г виси плакат ""COVID-19 - част от новия световен ред!"" #нимоа https://t.co/xvrtrDXMNb"	yes	no	no	yes	no	yes	no
1739	Израел и Нидерландия с пробив срещу COVID-19 - изолирали моноклонално антитяло https://t.co/3Zq4kUrxDd	yes	no	yes	no	yes	no	no
1740	Путин: Регистрирахме първата ваксина срещу COVID-19, вече е поставена и на дъщеря ми Още по темата четете тук: https://t.co/zBnWV5gPv2 https://t.co/uBtZAAkPLD	yes	nan	yes	no	nan	no	yes
1741	Смъртта на медик показа нови пробойни в борбата срещу COVID-19 https://t.co/So5sisQGJF	yes	no	yes	no	no	no	no
1742	Нов ден! За втори ден оздравелите от COVID-19 са повече от заразените https://t.co/AaracYoV7o Абонирайте се: Spotify -&gt; https://t.co/0WI20cEFkv Apple -&gt; https://t.co/Naf2k0Ijb8 Google -&gt; https://t.co/M2MJ9V9Ogi	yes	no	yes	no	no	no	no
1743	26 жени са положителни за COVID-19 в цеха в Доспат - https://t.co/nk5KnDDlKO https://t.co/cR2FVAzMtb	yes	no	yes	no	no	no	no
1744	Официално Григор Димитров е с отрицателен резултат за Covid-19! https://t.co/jNuUiGr8Hq @GrigorDimitrov	yes	no	yes	no	no	no	no
1745	669 души са заразените с Covid-19 в България https://t.co/9lNZhr3SNO	yes	no	yes	no	no	no	no
1746	COVID-19: Митът за платените болни https://t.co/L6PiPxk1xI чрез @toestbg	no	nan	nan	nan	nan	no	no
1747	.@kraft_mk ↕️ Четиво на денот, 101. https://t.co/uMoGMd3SiF	no	nan	nan	nan	nan	no	no
1748	Жените предприемачи като Meira Foods, Rima Foods и Lambu-Subu Food &amp; Beverages се подкрепят за създаване на интегрирани преработвателни единици, които от своя страна са свързани с организации на производители на фермери за доставка на плодове, черен ориз и др. #AatmaNirbharKrishi https://t.co/4ibD1bt1Xz	yes	no	yes	no	no	no	no
1749	Последни данни: 40 нови заразени с COVID 19, нова жертва в София https://t.co/Um1xEJl1z5	yes	no	yes	no	no	yes	yes
1750	Министърът на здравеопазването на България #КирилАнаниев нарежда със Заповед РД-01-264/14.05.2020г. да се вкарат в болницата ЗАДЪЛЖИТЕЛНО всички възрастни над 60 год, положително тествани за #COVID19 БЕЗ ЗНАЧЕНИЕ дали имат симптоми или не.	yes	no	yes	no	no	no	no
1751	Кой носи отговорност и колко струва: ЕС опитва да се сдобие с ваксини срещу COVID-19 https://t.co/a1j9bH9nfI	yes	no	yes	no	no	no	no
1752	#Ангел #Кунчев: „Присъственото обучение в #училищата няма да доведе до #епидемични #взривове, то работи в детските градини“ #COVID19 @MyFamilyBg https://t.co/9eOEvSadXH	yes	no	yes	no	yes	no	no
1753	Информация от едно от Covid отделенията в София - реанимацията на съответната болница не иска даже на консултация да иде в Covid отделението за сериозно влошени пациенти, а да не говорим за преместване на пациент в реанимация. Лекарите изнемогват.	yes	no	yes	no	yes	yes	nan
1754	За ЕК основен приоритет е здравето на гражданите. Пандемията от #coronavirus обаче е голямо сътресение за икономиката. За да защити поминъка и икономиката на хората, ЕК прие цялостен икономически отговор на епидемията с широкомащабни мерки →https://t.co/Z2sTGNIrY4 https://t.co/NHVeMZ1CEK	yes	no	yes	no	no	no	no
1755	8 са новите случаи на заразени с COVID-19 в България https://t.co/yToquVuyHc	yes	no	yes	no	no	no	no
1756	Разследвани губернатори в цяла Латинска Америка и арест на министър в Боливия заради злоупотреби със средства, предвидени за борбата с COVID-19. https://t.co/FQXfXdu8Aa	yes	no	yes	yes	yes	no	no
1757	Персосналът в детските градини в Ямбол ще бъде тестван за COVID-19 https://t.co/jArEcg56fl	yes	no	yes	no	no	no	no
1758	19-годишен младеж почина от COVID-19 във В.Търново https://t.co/VFkZUIBzni	yes	no	yes	no	yes	yes	no
1759	Кризата с коронавируса направи много компании в ЕС уязвими за субсидирани конкуренти от чужбина. Евродепутатите искат правилата на честна конкуренция да важат за всички: https://t.co/nGFgRwwQzz #ЕвропаСрещуCOVID19 https://t.co/nAdTGqYhe7	yes	no	yes	no	no	no	no
1760	Нов ден! Защо COVID-19 не се лекува с инжектиране на белина и UV светлина https://t.co/FyTHJTsKYB Абонирайте се: Spotify -&gt; https://t.co/0WI20cn4sX Apple -&gt; https://t.co/Naf2k0qIjA Google -&gt; https://t.co/M2MJ9USdoK	yes	no	yes	no	no	no	no
1761	Карантината и COVID 19 не са пречка: Комунистите почетоха Ленин на Червения площад (Видео) https://t.co/0t1lpGpzJa	yes	no	yes	yes	no	no	no
1762	265 са новозаразените с Covid 19, а настанените в болница стигнаха 751 https://t.co/XxgqRStdJz	yes	no	yes	no	no	no	no
1763	24 са новите случаи на COVID-19 и двама починали за денонощие https://t.co/jE7tk9KnDU	yes	no	yes	no	no	yes	no
1764	"В момента от 40 легла в #COVID19 отделението на Клиниката по инфекциозни болести към Университетската болница ""Св.Георги"" са заети 35 с болни в средно тежка и тежка форма. https://t.co/OiMNjzjfUX"	yes	no	yes	no	yes	no	no
1765	Международният център „Низами Ганджави“ помага на България в борбата с COVID-19 - https://t.co/wStKTWo681 https://t.co/UHitcAmNHw @I_Serageldin @AzEmbBulgaria	yes	no	yes	no	no	no	no
1766	Регионалното министерство пренасочва 40 млн. лв. за респиратори, маски и тестове за COVID-19 https://t.co/eEurWCudii	yes	no	yes	no	no	no	no
1767	д-р Веселин Йолов за истерията с епидемията от #Covid19 - #живейте и правете #спокойно проектите за живота си. Коронавирусът е много опасно заболяване, което поразява #психиката на хората... https://t.co/CIaSRVybFt	yes	no	yes	no	no	no	no
1768	Проучване на @Reuters: #България се готви за трудно #лято #COVID19 #Туризъм https://t.co/YwC6AxLICr	yes	no	yes	no	no	no	no
1769	Карл Лаутербах, висш германски политик и професор по епидемиология, каза в отговор на доклада: „Изключителната продажба на възможна ваксина в САЩ трябва да бъде предотвратена с всякакви средства. Капитализмът има граници “. https://t.co/nDqOmFkRlh карл лаутербах висш германски политик и професор по епидемиология каза в отговор на доклада „изключителната продажба на възможна ваксина в сащ трябва да бъде предотвратена с всякакви средства . капитализмът има граници “ . 1257336539249553408 Заместник-председателите на Европейския парламент, отговарящи за комуникацията, днес призоваха държавите членки да направят повече за информиране на европейците за действията на ЕС и солидарността в борбата срещу коронавируса: https://t.co/HqF5KIubcp #ЕвропаСрещуCOVID19 заместник председателите на европейския парламент отговарящи за комуникацията днес призоваха държавите членки да направят повече за информиране на европейците за действията на ес и солидарността в борбата срещу коронавируса европасрещуcovid19 1239060874192719872 София - Официален портал Столична община/Коронавирус 2019-nCov/ https://t.co/pKigARbh3n софия официален портал столична община коронавирус 2019 ncov 1265225807863123968 В рамките на помощта в борбата срещу пандемията от #коронавирус, Полша изпраща конвой със защитни маски и дезинфектанти до Албания, Босна и Херцеговина, Черна гора, Косово, Северна Македония и Сърбия. #solidarity 🇵🇱🤝🇦🇱🇧🇦🇽🇰🇲🇪🇲🇰🇷🇸 #WesternBalkans #Covid_19 https://t.co/YUCaLZTGL8 в рамките на помощта в борбата срещу пандемията от коронавирус полша изпраща конвой със защитни маски и дезинфектанти до албания босна и херцеговина черна гора косово северна македония и сърбия . 🇵🇱🤝🇦🇱🇧🇦🇽🇰🇲🇪🇲🇰🇷🇸 1227728532715065346 Днес от 10 ч. на извънреден съвет се събират здравните министри на ЕС. Те ще обсъдят съвместни решения за въвеждане на допълнителни извънредни мерки за предотвратяване разпространението на #Coronavirus огнището в рамките на ЕС. Подробности 👉 https://t.co/dsoIc1W2Ur #EPSCO https://t.co/owSFdnqZdS днес от 10 ч . на извънреден съвет се събират здравните министри на ес . те ще обсъдят съвместни решения за въвеждане на допълнителни извънредни мерки за предотвратяване разпространението на огнището в рамките на ес . подробности 👉 1282296624715374594 а поредната лоша новина е, че Унгария ще иска вече 2 теста направени в рамките на 5 дни от сряда за българи. Но няма проблем, Европа не реже България. https://t.co/G28lW9LZoG а поредната лоша новина е че унгария ще иска вече 2 теста направени в рамките на 5 дни от сряда за българи . но няма проблем европа не реже българия . 1266425435094736898 Макар че големите #епидемии всъщност не са толкова редки събития, по някаква причина винаги ни изненадват. Те преподреждат света ни, също като войните и революциите, но някакси не се запечатват в колективната ни памет. #COVID19 https://t.co/7hHDjIBmK8 макар че големите епидемии всъщност не са толкова редки събития по някаква причина винаги ни изненадват . те преподреждат света ни също като войните и революциите но някакси не се запечатват в колективната ни памет . 1248582845641175041 Осъществен контрол във връзка с изпълнение на разпоредените противоепидемични мерки, свързани с разпространението COVID-19 https://t.co/yD1jlQSCz0 https://t.co/PHo4DrZnd3 осъществен контрол във връзка с изпълнение на разпоредените противоепидемични мерки свързани с разпространението covid 19 1254402870889328641 Куба, САЩ и Швейцария, престъплението на респиратори за Covid-19 https://t.co/2EpLpCyASK куба сащ и швейцария престъплението на респиратори за covid 19 1237013710218178563 С огромно съжаление ви съобщаваме, че няма да се провеждат LAN финали на сезон 1 на 🏆Esports Business League🇧🇬 след потвърдените случаи на #COVID19 в България. Мерките са с цел превенция! Финали все пак ще има, но те ще бъдат играни онлайн на същите дати (11-12 април). https://t.co/Gpd9DmF76B с огромно съжаление ви съобщаваме че няма да се провеждат lan финали на сезон 1 на 🏆esports business league🇧🇬 след потвърдените случаи на в българия . мерките са с цел превенция финали все пак ще има но те ще бъдат играни онлайн на същите дати 11 12 април . 1285117439097921537 Евродепутатът Мария Арена: ”Covid кризата е изпитание за правата на човека” https://t.co/HhhWeBFB1m евродепутатът мария арена ” covid кризата е изпитание за правата на човека ” 1264116606298460163 Нова теза на имунолог: COVID 19 се предава от човек на човек в изключително интимен контакт https://t.co/rT90HG1R6o нова теза на имунолог covid 19 се предава от човек на човек в изключително интимен контакт 1254438157690580992 Христо #Стоичков се присъедини към сегашни и бивши звезди на #Барселона във видео с благодарствени послания към героите от първа линия в борбата срещу #COVID19 https://t.co/bn8yWNLtNh христо стоичков се присъедини към сегашни и бивши звезди на барселона във видео с благодарствени послания към героите от първа линия в борбата срещу 1253921776675033088 Нови 63 случая на COVID-19 са регистрирани за последното денонощие у нас https://t.co/XSoPa3AE5q нови 63 случая на covid 19 са регистрирани за последното денонощие у нас 1242320975921905664 Значи може и без диктаторски мерки, а само с чисто научни и медицински. Там където науката и медицината ги има, де. https://t.co/Lnad0ytA1a значи може и без диктаторски мерки а само с чисто научни и медицински . там където науката и медицината ги има де . 1280560432755982337 Статистическият език за програмиране R се изкачва в няколко индекса за популярност на езиците за програмиране: https://t.co/7ZQqT8rKLF #C++, #COVID19, #github, #Google, #Java, #JavaScript, #PHP, #Python, #R, #Ruby, #Shell, #TIOBE, #TypeScript , #UBER https://t.co/IECvuILFl1 статистическият език за програмиране r се изкачва в няколко индекса за популярност на езиците за програмиране 1298602991126220800 Досега хуманитарният мост на ЕС, създаден в отговор на пандемията с #coronavirus, е помогнал на 2⃣1⃣ нуждаещи се държави по света и е доставил над 1⃣ 0⃣0⃣0⃣ тона хуманитарна помощ чрез 6⃣6⃣ полета. 🇪🇺🤝🌎 #solidarity #StrongerTogether https://t.co/kLTOavDuyf досега хуманитарният мост на ес създаден в отговор на пандемията с е помогнал на 2⃣1⃣ нуждаещи се държави по света и е доставил над 1⃣ 0⃣0⃣0⃣ тона хуманитарна помощ чрез 6⃣6⃣ полета . 🇪🇺🤝🌎 1279003025110175744 Covid-19 засяга мозъка и предизвиква инсулти https://t.co/qSckIswmtO covid 19 засяга мозъка и предизвиква инсулти 1291593066042753024 Ех, таа Раша, фсе гледа да се възползва от чуждите страдания, да си прави пиар, да се старае да изглежда добре, като помага на хората. https://t.co/ceBjz5NIqk ех таа раша фсе гледа да се възползва от чуждите страдания да си прави пиар да се старае да изглежда добре като помага на хората . 1253757787433140224 1-о Солунци 5:17 (VEREN) Непрестанно се молете. #BULGARIANPRAYERS #PRAYINTONGUES FOR #CORONAVIRUS PATIENTS 25..4..2020 @JUBILEE_7DOUBLE @HosannahAmen 1 о солунци 5 17 veren непрестанно се молете . for patients 25 .. 4 .. 2020 1243461030900047872 Точно в 20 ч. в цяла Франция улиците са празни, но от няколко дни се чуват аплодисменти за здравните работници, които са мобилизирани в борбата с епидемията. Братство и солидарност 🇫🇷 #coronavirus #COVID19 #коронавирус https://t.co/ACqv1wTgO9 точно в 20 ч . в цяла франция улиците са празни но от няколко дни се чуват аплодисменти за здравните работници които са мобилизирани в борбата с епидемията . братство и солидарност 🇫🇷 коронавирус 1244889984701693952 13 000 медици заразени с COVID-19 в Испания https://t.co/um0bU6PyHQ 13 00 медици заразени с covid 19 в испания 1242066090097659906 Ред е,когато налагаш закона стриктно и превантивно срещу малка група нарушители. Милиционерщина е,когато изкараш всички полицаи на улицата без цел и конкретна задача да вдигат пушилка и да създават впечатление, че шефовете им са свършили много работа.МВР се проваля и преди и сега https://t.co/cXFmzpGrFS ред е когато налагаш закона стриктно и превантивно срещу малка група нарушители . милиционерщина е когато изкараш всички полицаи на улицата без цел и конкретна задача да вдигат пушилка и да създават впечатление че шефовете им са свършили много работа . мвр се проваля и преди и сега 1233675241303543809 съвременният капитализъм, в който антрапраньорите се сещат да правят коронавирус тениски, но не и да произвеждат маски тотална липса на връзка между търсене и предлагане https://t.co/6nBfPTBiVV via @Verge съвременният капитализъм в който антрапраньорите се сещат да правят коронавирус тениски но не и да произвеждат маски тотална липса на връзка между търсене и предлагане via 1292465342955098112 Който не мисли, че After Hours е албумът на годината да се прегледа за COVID-19, защото липсата на вкус е един от симптомите. който не мисли че after hours е албумът на годината да се прегледа за covid 19 защото липсата на вкус е един от симптомите . 1261179156081106944 Да добавим още информираност. Само за четене с разбиране! https://t.co/UoeX6ozBL2 да добавим още информираност . само за четене с разбиране 1243470900168704000 за да има пари за хората които не работят трябва да има и хора които работят https://t.co/oMjzH9vSHz за да има пари за хората които не работят трябва да има и хора които работят 1253598699944468481 ГДБОП предупреждава за появили се фалшиви сайтове в интернет, предлагащи медицинско оборудване за защита от Covid-19. https://t.co/7RedetJsKT гдбоп предупреждава за появили се фалшиви сайтове в интернет предлагащи медицинско оборудване за защита от covid 19 . 1263041182118150144 Пътувания в други европейски страни: Парламентът иска засилване на координацията в ЕС за отварянето на границите след #COVID19 → https://t.co/drJdDB2yBh https://t.co/xEbulTAHAJ пътувания в други европейски страни парламентът иска засилване на координацията в ес за отварянето на границите след → 1264095720531001344 Дължим огромна благодарност на здравните работници, учителите и всички онези, които са на първа линия в борбата срещу коронавируса и последиците от него. Предлагаме възможност да им кажем цветно Благодаря с плакати за оцветяване: https://t.co/JalnukqmO0 #ЕвропаСрещуCOVID19 https://t.co/JzXVmVcYOG	yes	no	yes	nan	no	no	no
1770	Противовъзпалителните лекарства може да влошат състоянието при COVID-19 https://t.co/Oybm2GF9pc	yes	no	yes	no	yes	yes	yes
1771	243 нови случая на COVID-19, 146 са се възстановили https://t.co/Xv2HJ0lzc0	yes	no	yes	no	no	no	no
1772	Срокът за предоговаряне на кредитите се удължава до 21 септември. Ако изпитвате затруднения да обслужвате своите задължения във връзка с пандемията от COVID-19, може да подадете онлайн искане на нашия сайт за отсрочване https://t.co/TVx4qU4izt https://t.co/Iu6Xlg4c9j	yes	no	yes	no	no	no	no
1773	PR намесата на президента Макрон в полза на употребата на хлорохин за #COVID19 засилва негодуванието в научните среди. Според учени, проведените до сега проучвания са подвеждащи - без контролни групи и без работа на сляпо. https://t.co/wzuvvbwR2o	yes	no	yes	no	yes	no	no
1774	Тийнейджърите не смятат, че COVID-19 има връзка с 5G технологиите https://t.co/Et8XF1Z74n	yes	no	no	no	no	yes	no
1775	На тея, дето не приемат на сериозно опасността от COVID и предпазните мерки срещу него, в Германия им викат ковидиоти. В България им викат просто българи.	no	nan	nan	nan	nan	no	no
1776	По-ниска смъртност въпреки COVID-19 отчита НСИ https://t.co/tTI8aAVmjb	yes	no	yes	no	no	no	no
1777	Великолепната Агустина за COVID-19: Кошмарът приключва! https://t.co/cvQIVEoaa7	yes	no	no	no	no	no	no
1778	Индийският сектор на земеделието представлява 15,9% от икономиката на страната и 49% от общата заетост (2018-19). # Covid19 не се отрази неблагоприятно на селскостопанското производство. #AatmaNirbharKrishi https://t.co/TEHhXJ81qW	yes	no	yes	no	no	no	no
1779	Мерките в борбата срещу #Covid19 в Централна и Южна Америка предизвикаха две изключително различни реакции от престъпните групи и картели: https://t.co/k56kbmMc4r	yes	no	no	no	no	no	no
1780	Дългосрочният бюджет на ЕС, приложенията за проследяване на контактувалите с COVID-19, нови правила за автомобилните гуми са част от темите на пленарната сесия на ЕП, на която част от депутатите отново ще присъстват и гласуват онлайн: https://t.co/HIEG7VYgG3 #ЕвропаСрещуCOVID19 https://t.co/zQE5GP8eKN	yes	no	yes	no	no	no	no
1781	Отново близо 80 случая на Covid-19. Заразени има и в детска градина в район “Възраждане” в София; има заразени и в Монтанско заради руски работници на газопровода в района на Расово.	yes	no	yes	no	yes	no	no
1782	Короната е куджа по-заразана от САРС. И има гени, сходни на ХИВ и Ебола. @lnfluensa може и да са мутации само и @iBushcrafter ти стига си плашил хората https://t.co/RT4m2kYPLe https://t.co/MUZa3OnlF1	yes	no	yes	no	yes	no	no
1783	Поздравления за работата @No_name_No_user Иска ми се повече такава дълбочина да срещам сред материали на колегите ти. Но както си казал и ти: “Много онлайн медии не проверяват информацията, защото проверката изисква време и ресурси, а не води до повече читатели.” https://t.co/hcG3ZMEXau	yes	no	no	no	no	no	no
1784	В САЩ регистрираха повторно заразяване с COVID-19 https://t.co/ycqpQT2CmF	yes	no	yes	no	yes	yes	yes
1785	На Кулата е АД! #COVID19 #Гърция #Greece https://t.co/mn6xl4wUMZ	yes	no	yes	no	no	no	no
1786	ЦСКА U19 e шампион на България: Армейци, юношите старша възраст на ЦСКА (родени 2001/02г) са новите шампиони на България. Заради пандемията от COVID-19 Изпълкомът на БФС взе решение да прекрати първенствата на Елитните групи, като на база на моментните… https://t.co/igsobAdw3y	yes	no	no	no	no	no	no
1787	Пандемията от дезинформация е по-страшна от #COVID19 https://t.co/o63lVAUKvo	yes	no	no	no	no	no	no
1788	Отворените граници и относително чистата среда, в която живеем в Европа са ни успали. Успивани от фалшивите песни на Глобализма, не вземаме правилните мерки веднага. Виетнам. Излекуван. За 0 време. Ограничете си контактите. Плащайте contactless и само в кварталния магазин. https://t.co/ApjczlbxCj	no	no	yes	no	no	no	no
1789	Антония Първанова: PCR тестът не е направен за РНК-вируси, какъвто е Covid-19 https://t.co/L5QlEvHp7a	yes	no	yes	no	yes	no	no
1790	#Coronavirus причини значително намаляване на възможностите за образование, обучение и мобилност. 💻Ето защо уебсайтът на Европейската комисия предостави списък с безплатни онлайн курсове, уроци, уебинари и др. ✏️Вижте тук и се обучавайте безплатно ➡️ https://t.co/QXyMRRhxOe https://t.co/ZicsAbvppN	yes	no	yes	no	no	no	no
1791	Уважаема Южна Корея, моля, помогнете на нашите некомпетентни, научно неграмотни и безнадеждно корумпирани CDC да разберат как да победят коронавируса https://t.co/tNVtmxz6ap	no	nan	nan	nan	nan	no	no
1792	Apple и Google създават съвместно технология за проследяване на смартфоните в борбата с COVID-19 https://t.co/qBo3VqWZBw https://t.co/ThIIR5meQH	yes	no	yes	no	yes	no	no
1793	Швеция регистрира рекордно количество нови случаи на COVID-19 https://t.co/1daL7Xh2iu	yes	no	yes	no	no	no	no
1794	Bosch обяви, че разработва още по-бърз тест, който открива #надеждно случаите на COVID-19 за по-малко от 45 минути. https://t.co/EOQQh61Sc4 @BoschGlobal @Bosch_IO Bulgaria #Bosch #Test #Innovation #CoronaVirus #COVID19 #Pandemic https://t.co/1XmeTuzQww	yes	no	yes	no	yes	no	no
1795	Тръмп: Видях доказателство, че COVID-19 e създаден в лаборатория в Ухан https://t.co/BybL2P8Iim via @wmg_news	yes	yes	yes	yes	yes	yes	no
1796	Круизният кораб Диамантена принцеса е закотвен от седмица на пристанище Йокохама край Токио. 218 от 3600 пътници са заразени с коронавируса, а досега са изследвани едва 500. #COVID19 #coronavirus #cruiseship https://t.co/Aj6j4aXg8f	yes	no	yes	no	yes	no	no
1797	Миналата седмица Европейският парламент призова за мащабен пакет в подкрепа на европейската икономика след кризата с COVID-19: https://t.co/QaUMeVK3Y2 #ЕвропаСрещуCOVID19 Вижте повече за предложенията на ЕП в следващите туитове ⬇️ https://t.co/aRFjfWRmA5	yes	no	yes	no	no	no	no
1798	Въздушният транспорт е изправен пред безпрецедентна криза #COVID19! Нужни са справедливи европейски политики, които да защитават интересите на всички! #OnlyTogetherWeCanMakeIt @EuropeanCommission @Eurocontrol @iata.org #A4E #CANSO https://t.co/V5BYRw5MzV	yes	no	yes	no	no	no	no
1799	Евродепутати предупреждават, че Кремъл използва ситуацията около #COVID19 и активно насърчава разпространението на неоснователни и неверни критики към ЕС! /@andreykovatchev #NoDesinformation #EUsolidarity 🇪🇺🤝 #UnitedInSolidarity #EuropeansAgainstCovid19 https://t.co/0lkGo3GRNp	yes	yes	yes	yes	yes	no	no
1800	COVID-19 обикаля Италия от ноември, предполагат учени https://t.co/xXnPOsnQFP	yes	no	yes	no	yes	no	no
1801	🚫✈ Вашите планове за пътуване се промениха заради #COVID19? Не забравяйте, че имате права като пътници 👉 https://t.co/Jc3g9rdb9Z #ЕвропаСрещуCovid19 https://t.co/4TvjTtdyOr	yes	no	yes	no	no	no	no
1802	Кевин Спейси с послание за COVID-19: И аз знам какво е светът ти да спре изведнъж https://t.co/a2MQXEuR1e	yes	no	no	no	no	no	no
1803	"Рой Хорн от дуета ""Зигфрид и Рой"" почина от COVID-19 https://t.co/qk77Yrnt7w"	yes	no	yes	no	yes	no	no
1804	ЕК насърчава страните от ЕС да използват бързо фонда REACT-EU, за да осигурят възстановяването от #coronavirus. Това е част от плана за възстановяване #NextGenerationEU и има за цел подпомагане на здравеопазването, семействата с ниски доходи и др. Още: https://t.co/s0VgraU6QX	yes	no	yes	no	no	no	no
1805	САЩ планират масово тестване на коронавирусни ваксини https://t.co/lRYaj3UsbT #newsday1 #COVIDー19 #новини	yes	no	yes	no	yes	no	no
1806	Ето малко инфо за изследванията за хлорохина. Ненам в какъв свят живеем, ако вече няма обективна истина. Ще се връщаме май към сибирското шаманство. https://t.co/DIr4EM8qrn	no	nan	nan	no	nan	no	no
1807	Малко хаотични разсъждения за мерките, които Южна Корея взима за борба с #Covid19 #CoronaVirus https://t.co/Kta8K7PDhq	no	nan	yes	no	no	no	no
1808	Трупата била принудена да отмени представленията си и да разпусне 95% от персонала си, заради пандемията от #COVID19 @CDSTheSunCircus https://t.co/5xgJnI6TQ0	yes	no	yes	no	no	no	no
1809	Беларус първа ще получи руската ваксина срещу COVID-19 https://t.co/EIAirLWs6n	yes	no	yes	no	yes	no	no
1810	Какво казва водещ разработката за короваксина.. https://t.co/TLCHqdRAQ9	no	nan	nan	no	nan	no	no
1811	Дворецът на музиката в Атина представя всяка вечер от 21 ч. на своята страница във Фейсбук https://t.co/qs8M4w4oxr музикални концерти на живо от големите концертни зали в Европа. Инициативата, започнала във вторник, ще продължи до 28 март. https://t.co/fXAgWX4mmW	yes	no	yes	no	no	no	no
1812	@angelovabg оф, чаршафите НЕ пречат. Виж други неща, например -че н-найста година не можем да открием парите на КТБ, -че крадат от вс. евро-проекти и на практика строят боклуци -че здр. каса е катастрофа -че сме единствените с 2 вълна covid-19 и т.н. затриват цели поколения.	yes	yes	yes	yes	yes	yes	no
1813	Когато някоя БГ-рода ми зададе провокиращия въпрос ама ти познаваш ли си някой истински болен от корона, и смятат, че ще дам отрицателен отговор А като им кажа: да, млад човек на 24 го кара 3 седмици и дори с негативен вече тест, още има драми с белите дробове...и пак не вярват https://t.co/gVbGEGtEOf	yes	no	yes	no	no	no	no
1814	#COVID19 🇪🇺 Европейска пътна карта за обща отмяна на противоепидемичните мерки накратко 👉 https://t.co/csITuAasAH	no	nan	yes	no	nan	no	no
1815	Bulgaria: EU is helping to fight #coronavirus - Политиката на сближаване на ЕС подпомага модернизирането и достъпността на спешната медицинска помощ в България, включително и в борбата с разпространението на коронавируса. #cohesionpolicy #еврофондове https://t.co/HaujrjtOWN	yes	no	yes	no	no	no	no
1816	Още двама пастори починаха след сбирката, върнала COVID-19 във Варна: Две от жертвите на коронавируса в последните часове са пастори. Евангелска сбирка в Перущица стана причина за повишено активиране на разпространението на COVID-19 в страната. На тази… https://t.co/1EEfTMQn3N	yes	no	yes	no	yes	no	no
1817	Щом #СЗО казва, #трябва да сме готови. До зимата има #достатъчно #време, за да #може #САЩ да модифицират вируса и да го направят по-смъртоносен. И да му измислят по-#зловещо име разбира се! https://t.co/T0ApMHtJ3x	yes	yes	yes	yes	no	yes	no
1818	СЗО: Има втори пик на COVID-19 в България - https://t.co/fR5MIRaOJe	yes	no	yes	no	no	no	no
1819	🎖️@EU_EESC учредява наградата #CivilSolidarityPrize за 2⃣9⃣ проекта за борба с #COVID19 и ужасните последици от него! 27🏆за държавите членки 1 🏆за #UK 1🏆за трансграничен проект 💷10 000 евро за всеки 📰: https://t.co/E38diY68tw ✍️Кандидатствайте тук: https://t.co/EIU5DHWy55 https://t.co/4bQXwlyfK8	yes	no	no	no	no	no	no
1820	Google изгражда уеб сайт за скрининг на COVID-19, след като Тръмп обяви извънредно положение https://t.co/Fhe9SHJmvI https://t.co/ISHhGLuULb	yes	no	yes	no	yes	no	no
1821	СОП относно дейностите по фитосанитарна инспекция и сертификация след КОВИД-19, въведени за улесняване на международната търговия със селскостопански стоки. 61 645 PSC издадени за износ и 17 091 поръчки за освобождаване за внос през периода на блокиране. #AatmaNirbharKrishi https://t.co/5ySLtpHm62	yes	no	yes	no	no	no	no
1822	Обвиненията са за това, че съм огласил истината. Как Видин се бори с COVID-19 https://t.co/nXqLl95630	no	no	yes	nan	no	no	no
1823	В САЩ до двеста хиляди души могат да умрат от COVID-19 https://t.co/zRit4h1bwh	yes	no	yes	no	yes	no	no
1824	Протест в Сърбия заради затягането на мерките срещу COVID-19. Демонстранти нахлуха в парламента https://t.co/nmulJyJBAZ	yes	no	yes	no	no	no	no
1825	Турция достави 400 хил. дефектни защитни облекла срещу COVID-19 https://t.co/roBeaxho1P vestibg	yes	no	yes	yes	yes	no	no
1826	Нова екипировка на медиците от #ВМА #COVID19 https://t.co/57dxfgzSy1	yes	no	yes	no	no	no	no
1827	Генерал Константин Попов: Covid-19 е заплаха и тест за сигурността https://t.co/K0hZkVwQ0B	yes	no	yes	no	no	no	no
1828	Проф. Дмитрий Еделев: #COVID19 има всичките признаци на абсолютно биологическо оръжие, при това изключително добро качество биологическо оръжие https://t.co/QZVXfzBUML #Русия #Россия #коронавирус #coronavirus #геополитика #ваксина #здраве #здравеопазване #технологии #медицина	yes	no	yes	nan	yes	yes	no
1829	България вече произвежда лекарство с хлорохин фосфат срещу Covid-19 https://t.co/k0nytVihXC	yes	no	yes	no	yes	no	no
1830	Тръмп иска да ни лекуват от Covid-19 с инжекции с дезинфектант https://t.co/NicHVjPnhw	yes	no	yes	yes	yes	yes	no
1831	COVID-19: Парадокс на превенцията - ако мерките работят, хората ги смятат за излишни https://t.co/IZSd8uC1tI via @wmg_news	no	no	nan	nan	no	no	no
1832	Проблемите с #насилието в семейството се изострят от социалната изолация @fundforwomenbg https://t.co/cUx4zl8GhD	yes	no	yes	no	yes	no	no
1833	България е пета в Европа по ръст на Covid-19 случаите през юни https://t.co/tA1pgRhki2	yes	no	yes	no	no	no	no
1834	Build Europe представиха стратегия за засилване на европейската програма за домашно строителство след COVID-19 https://t.co/UO7QYYOPbK	yes	no	yes	no	no	no	no
1835	Преди да затворят Ломбардия, хората бягат с по едно куфарче в ръка. https://t.co/yDKQkMMzgl	yes	no	yes	no	no	no	no
