tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
1274	الأرجنتين تنضم إلى #المغرب و #الإمارات وبيرو في تجربة لقاح صيني مضاد لكورونا https://t.co/5Hs8ZAH6yX #COVID19	yes	no	yes	no	no	no	yes
1275	"تشكيك ألماني شكّكت وزارة الصحة الألمانية في ""نوعية وفاعلية وسلامة"" لقاح #كورونا الذي أعلن #بوتين التوصل إليه. متحدثة باسم الوزارة قالت: ""لا معلومات معروفة عن نوعية وفاعلية وسلامة اللقاح الروسي، وسلامة المرضى في الاتحاد الأوروبي على رأس الأولويات"". https://t.co/Xz5uYEuCn0"	yes	no	yes	yes	yes	yes	yes
1276	مراسل #العربية في #موسكو مازن عباس: روسيا تبدأ إنتاج لقاح #كورونا والطرح في 15 إقليما خلال أسبوعين مع إجراء المرحلة الثالثة للتجارب السريرية https://t.co/xmes2Fwhw4	yes	no	yes	no	no	no	yes
1277	#توب_5.. #ماكرون يعرض اتفاقًا سياسيًا جديدًا في #لبنان: المساعدات لن تصل إلى أيدي الفاسدين و #روسيا تعلن عن تسجيل لقاح لـ #فيروس_كورونا هذا الشهر مع خطط لإنتاجه بكميات كبيرة في سبتمبر https://t.co/G6b0ZtOgug	yes	no	yes	no	yes	no	yes
1278	🔴#عاجل ⁧وزير الصحة⁩: سنقيّم فكرة الدراسة عن بُعد خلال الخمس الأسابيع الأولى من الدراسة إما بالتمديد أو حضورياً في حال توفر لقاح كورونا https://t.co/ev8RZhulAL #التعليم_عن_بعد #فيروس_كورونا #المملكة #العام_الدراسي https://t.co/yRalO07wnn	yes	no	yes	no	yes	no	yes
1279	د. طه شوقي أحمد الحازمي: لقاح فيروس كورونا قد يأخذ وقت من سنه إلى 18 شهر .. حتي نأخذ النتائج الإيجابية بعد التجارب الفعلية .. .. المجلس الصحي https://t.co/g79PlB6qgz	yes	no	yes	no	yes	no	yes
1280	#روسيا طورت أول لقاح يوفر مناعة مستدامة ضد #COVID_19 #كورونا_الجديد https://t.co/ABygUd3AjI https://t.co/PxsW9NJ8qn	yes	no	yes	no	yes	no	yes
1281	إدارة #ترامب تتعاقد للحصول على 100 مليون جرعة من لقاح #كورونا #شاهد_سكاي https://t.co/Rq6OoRzsuc	yes	no	yes	no	yes	no	yes
1282	بوتين أعلن عن تسجيله بعد مرور أقل من شهرين على بدء الاختبارات البشرية.. لقاح #كورونا الروسي يثير مخاوف بشأن السلامة والفاعلية #العربية https://t.co/fIfyftvd9T	yes	no	yes	yes	yes	yes	yes
1283	بيل غيتس يراهن على شركة من كوريا الجنوبية لإنتاج 200 مليون جرعة من لقاح ضد #فيروس_كورونا خلال هذه الفترة https://t.co/oi6V2VmZCb ان شاء الله هذا ستکون النهایة‌ #الكورونا و بدایة‌ النهایة المصدر الارهاب و الکورونا القرن النظام الایرانی #خامنئي_رأس_الإرهاب	yes	no	yes	no	no	no	yes
1284	وزير الصحة الروسي أعلن أن بلاده تستعد لحملة تطعيم جماعي ضد فيروس #كورونا في أكتوبر/تشرين الأول المقبل، بعد استكمال التجارب السريرية لأحد اللقاحات #صحة #روسيا https://t.co/o3v9OHo1YT	yes	no	yes	no	yes	no	yes
1285	العلاقة بين الطب والسياسة؟ الحديث عن لقاح #كورونا هو السائد عالميا. ارتبطت ازمة #كورونا بالبعد السياسي والإقتصادي والإجتماعي والأمني والطبي..قد يظهر لنا مصطلح سياسي جديد.(الطب السياسي)(*medic-politics)* #محمد_الحربي https://t.co/CA9Y08mhPc	yes	no	yes	no	yes	no	yes
1286	الإبداع يتجسّد في هذا المقطع. هذه الشابة من #نيوزلندا تتلقى جرعة لقاح بينما الحقنة ما تزال مغلّفة بغطائها. 📌 هل سيكون لقاح فايروس #كورونا على هذا الشكل؟ لا أشكّك طبعاً ولكن! https://t.co/sSoLte55Ub	yes	yes	yes	yes	no	yes	yes
1287	أخصائي علم الفيروسات يحيى مكي: من الممكن الوثوق بتوصل روسيا إلى لقاح ضد فيروس كورونا https://t.co/TsV7ZJwbbZ https://t.co/l1rwbq8uDk	no					no	yes
1288	#الشبيبة| دكتور عماني: الكثير من الغموض حول اللقاح الروسي لفيروس #كورونا #كوفيد_19 https://t.co/lGB1Nc50aE	yes	no	yes	yes	yes	yes	yes
1289	جهات صحية تشكك في فعالية وسلامة لقاح #كورونا الروسي.. #شاهد_سكاي #الصباح_سكاي https://t.co/uY1RZZWfjd	yes	no	yes	yes	yes	yes	yes
1290	الحكومة الاسترالية @ScottMorrisonMP تعلن الاتفاق مع استرازينيكا @AstraZeneca لتوفير تطعيم 💉AZD1222 (تطعيم جامعة أوكسفورد) ل25مليون أسترالي (كل الشعب الأسترالي) ستوفرها لهم الحكومة بالمجان، في حال نجاح التجارب الإكلينيكية واعتماد التطعيم (273) https://t.co/8NVZB3uoA2 https://t.co/RpwwjV6NuP	yes	no	yes	no	no	no	yes
1291	أعلنت المفوضية الأوروبية،اليوم، أنّها حجزت باسم الدول الأعضاء، 300 مليون جرعة من عقار ضد فيروس #كورونا المستجد تعمل عليه المجموعة الفرنسية #سانوفي . وقال البيان إنّ المفوضية تواصل “مناقشات مكثفة” مع مجموعات أخرى تعمل على إنتاج لقاح مماثل. https://t.co/WQcu7mTIxv	yes	no	yes	no	yes	no	yes
1292	🔴 بعد ان أعلن الرئيس الروسي عن تطوير أول لقاح ضد فيروس #كورونا في العالم ، هل ستوافق على أستخدامه ؟	no					no	yes
1293	خدعة القناع وخدعة انه وباء مميت خدعة القفازات وسجن الغرف والجدران لقد اوهمونا ان العالم الفسيح يمكن ان يكون زنزانه !!ابشركم وجدو #لقاح ل #كذبة_كورونا #COVID19،،، سيخدمه #تجار_كورونا وسماسرة الادوية ،،، والحقن اجباري في اجساد الشعوب!!	yes	yes	yes	yes	no	no	yes
1294	-لقاح COVID-19 اي هذه اللحظة غير متوفر ليش بتفتحون المطار ؟ - هل الناس اللي جاية بتسكن اماكن صحية ؟ - الجليب - والمهبولة - وخيطان -والفروانية هل هي خالية من كرونا وهل باستطاعت الكادر الطبي التصدي للموجة الثانية ؟ #kuwait	no					no	yes
1295	موسكو: تلقينا طلبات من أكثر من 20 دولة للحصول على نحو مليار جرعة من اللقاح ضد #كورونا https://t.co/nbQtVLmKpA #rtarabic	yes	no	yes	no	yes	no	yes
1296	متحدث وزارة الصحة | لازالت الدراسات قائمة حول لقاحات فيروس #كورونا لدراسة مدى فعاليتنا ومأمونيتها للجميع	yes	no	yes	no	no	no	yes
1297	تتجه الأنظار نحو #روسيا بعد أن أعلن #بوتين عن تسجيل أول لقاح لـ #فيروس_كورونا https://t.co/waNSyg31Ax	yes	no	yes	no	yes	no	yes
1298	الأولوية للمصريين ثم الأفارقة.. رئيس اللجنة العلمية لمواجهة #كورونا في وزارة الصحة يشير إلى اقتراب إنتاج لقاح مصري مضاد لفيروس كورونا بمساعدة شركات صينية، نهاية العام الجاري ماذا تتوقع أن يكون اسم اللقاح المصري؟ https://t.co/HMDASr672A https://t.co/P4yY3ZwWpH	yes	no	yes	no	yes	no	yes
1299	الديلي ميل: لا حقنة اللقاح إذن لا وظيفة، يطالب الرؤساء فى العمل بالحق في طرد عمالهم إذا رفضوا الحصول على لقاح ضد فيروس كورونا عندما يكون أحدهم متاحًا في أستراليا - ويبدو أن النقابات القوية عازمة على دعمهم https://t.co/jauyJNm5A2	yes	yes	yes	yes	yes	yes	yes
1300	وزيرة #الصحة تكشف: 6 لقاحات للوقاية من #كورونا دخلت المرحلة الثالثة من التجارب السريرية.. ولقاحان من الصين لتجريبهما على 15 ألف مصرى.. والجرعات تصل الأسبوع الجارى.. والمبادرات الرئاسية قللت آثار كورونا https://t.co/iKw57s7mVC	yes	no	yes	no	yes	no	yes
1301	#الصين بعد #روسيا في لقاح #كورونا #كوفيد_19 #coronavirus #شاهد_سكاي https://t.co/Zjh2lAFlKn	no					no	yes
1302	من منع او حرم العراق من الإستفادة من منظومــة صواريخ الــS400 والذي كان كافيا على تخليص العراقيين من فيروس ارهاب امريكا الجـــوي ـــ قادرا على حرمانه مجددا من الاستفاده من اللقاح الروسي وتخليص العراقيين من فيروس كورونا #المستشفيات_بلا_كوادر_صحيه #الاستهتار_التركي #اركض_اخوي_عامر	yes	no	yes	yes	no	yes	yes
1303	"شركة ووكهارت الهندية لصناعة الأدوية تقول إنها تعاقدت مع #بريطانيا على توريد ملايين الجرعات من لقاحات متعددة لمرض #كورونا إليها بما فيها اللقاح الذي تطوره شركة ""أسترا زينيكا"" بالتعاون مع جامعة أكسفورد https://t.co/DWBAnKpBD9"	yes	no	yes	no	no	no	yes
1304	اكتشاف جديد يبشر بمكافحة #كورونا «أسرع» من ابتكار اللقاح #عكاظ #ان_تكون_اولا #تطبيق_عكاظ #كورونا #corona https://t.co/7RXVR9JpL7	yes	no	yes	no	yes	no	yes
1305	#لقاح_كورونا رويترز: #ترامب قال ترامب إن لقاح #كورونا سيكون جاهزًا على الأرجح قبل 3 نوفمبر https://t.co/OFtAyteY7V	yes	no	yes	no	no	no	yes
1306	"🇷🇺 الرئيس الروسي فلاديمير بوتين يرد على المشككين بلقاح #فيروس_كورونا ""سبوتنيك في"" معلومة💡: وفقاً لشبكة CNBC أظهرت نتائج محاكاة حاسوبية أميركية أنه إذا حصل 75% من السكان على لقاح فيجب أن يكون فعالاً بنسبة 80٪ على الأقل لإنهاء العدوى بشكل كامل #نلتزم_لننتصر #شغف_بالمعرفة https://t.co/gZW9KBgj7Z"	yes	no	yes	yes	yes	no	yes
1307	"🔴اللقاح الروسي لم يخضع للمرحلة الثانية، وهي التجارب على الحيوان‼️ والآن يتم تجربته على الإنسان، ولا أعلم كيف تم الإعلان عنه بأنه لقاح ""آمن"" ل #كورونا #كوفيد_19 https://t.co/o50nlbRnOK"	yes	yes	yes	yes	yes	yes	yes
1308	بالتعاون مع شركة كان سينوا الصينية .. وزارة الصحة السعودية ستجري تجارب سريرية على لقاح محتمل لفيروس #كورونا https://t.co/sF9vZibOUC	yes	no	yes	no	no	no	yes
1309	حرب اللقاحات العالم كله ينتظر في بارقة أمل اللقاح الفعّال والمناسب ضد فيروس كورونا إلّا انّ ما نشهده من حرب اعلامية كبيرة ضد اللقاح الروسي لم يشهده اي دواء او لقاح مما يدل بالدليل القاطع ان اللقاح المنتج روسياً يضرب شركات الادوية التجارية العالمية في الغرب وامريكا في الصميم https://t.co/GSLM1mBfIX	yes	yes	yes	yes	yes	yes	yes
1310	عاجل من بلومبرغ ؛ بوتين يعلن إن روسيا سجلت اول لقاح لفيروس كرونا يعمل على تعزيز المناعة، وأضاف انه تم تطعيم إحدى بناته بالفعل بهذا اللقاح .. !!! https://t.co/8mXIqzKwhk	yes	no	yes	no	no	no	yes
1311	"أصداء عالمية من خبراء ومتخصصين يشيدون بالجهود الإماراتية في تطوير لقاح محتمل ضد #كورونا .. شاهدوها في هذا الفيديو من ""البيان"" https://t.co/Q9diN3irqF @mohapuae @DoHSocial #الإمارات #البيان_القارئ_دائما https://t.co/uZcSBgCsrh"	no					no	yes
1312	فيسبوك تحذف اي خبر عن لقاح #كورونا الروسي وتصنف الاخبار على انها اخبار زائفة وخطر على الصحة العامة. ايضًا قامت بتقييد بعض حسابات RT روسيا واي صفحات تتداول الاخبار.. الوضع العام الاعلامي والاقتصادي في امريكا قاسي ولايتحمل رؤية نجاح دول غيرهم 🤷🏻‍♂️ #لقاح_كورونا #روسيا	yes	yes	yes	yes	yes	yes	yes
1313	مراسل #العربية في #موسكو مازن عباس: 20 دولة طالبت #روسيا بتوريد لقاح #كورونا أو المشاركة في إنتاجه.. والمصانع لا تستطيع توفير كميات كبيرة للتوزيع الخارجي https://t.co/ZQVtz3kEnr	yes	no	yes	yes	yes	yes	yes
1314	بالطبع لن آخذ هذا اللقاح.. الدكتور #سانجاي_غوبتا يشرح شكوكه حول اللقاح الروسي ضد فيروس كورونا ومدى فعاليته.. شاهد بالفيديو ما قاله https://t.co/OWhHrsZl5J	yes	no	yes	yes	yes	yes	yes
1315	وكالات: روسيا تستعد لحملة تطعيم جماعي ضد فيروس كورونا في تشرين الأول والأطباء #والمعلمين سيكونون أول من يجري تطعيمهم باللقاح	yes	no	yes	no	no	no	yes
1316	@mjamal110 تطعيم ٧ مليار بشر لان 0.011% منهم ماتوا والكثير بأرقام وهمية جميل جدا https://t.co/0h4IbkWqkM	yes	yes	yes	yes	yes	yes	yes
1317	قد تكون #روسيا لم تلتزم بكافة قواعد إنتاج لقاح #كورونا #كوفيد_19 لتسبق الدول الأخرى ، لكن هذا لا يعني أن اللقاح الروسي Sputnik V لا يعمل، جزء من الحملة المضادة هو موقف سياسي اكثر منه موقف طبي	yes	yes	yes	yes	yes	yes	yes
1318	أصدرت #الصين براءة اختراع للقاح مطور محليًا وذلك مع استمرار السباق نحو تطوير لقاح ضد فيروس #كورونا المستجد وإنتاجه بكميات كبيرة في جميع أنحاء العالم، وشارك في تطوير اللقاح شركة كانسينو بيولوجيك وأكاديمية العلوم الطبية العسكرية الصينية. https://t.co/nT0oGMUgZ2	yes	no	yes	no	yes	no	yes
1319	يهئ ترامب الأرضية والناخبين وخاصة مناصريه للطعن في حال خسر الانتخابات.وذلك بلعب دور ضحية تآمر الديمقراطيين والدولة العميقة وتأخير اعتماد لقاح مضاد ل #فيروس_كورونا وسيستخدم الفيتو لاسقاط قانون تمويل البريد لعرقلة التصويت بالبريد! وهو من يملك جميع الصلاحيات لتفعيل تلك الإدارات. https://t.co/IzknlKrdtC https://t.co/nGSmvJ8DPd	yes	yes	yes	yes	no	yes	yes
1320	كيف صنع و كيف يعمل اللقاح #الروسي ضد #كورونا . https://t.co/0genEtDuIp	no					no	yes
1321	@mqasem اوردنا لك راي خبراء اللقاحات في المؤتمر سلامة اللقاحات المنعقد في جنيف ٢٠١٩ باشراف #منظمة_الصحة_العالمية واضراره المميته والمهلكه لم تتبع راي المختصين ومازلت مؤيدا اللقاح #نرفض_اللقاح_الإجباري ومع هذ نعيده للفائده ولعل وعسى تتبع راي المختصين https://t.co/ngW0yrkO0E	yes	yes	yes	yes	no	yes	yes
1322	الحكومة السويسرية تعلن عن توصلها إلى اتفاق مع شركة مودرنا الأمريكية للحصول على لقاح #كورونا الذي تنتجه ووصل إلى مرحلة متقدمة من التجارب السريرية #سويسرا #COVID19 https://t.co/7J2PIXd1aI	yes	no	yes	no	no	no	yes
1323	"سيبدأ باحثون كوبيون في الايام المقبلة التجارب السريرية للقاح ضد #فيروس_كورونا . اللقاح المحتمل المسمى ""السيادة 01"" سيُختبر على 676 شخصًا تتراوح أعمارهم بين 19 و 80 عامًا و تختتم هذه التجارب في بداية عام 2021. #كوبا #CubaSalvaVidas https://t.co/soGbwTrPjY"	yes	no	yes	no	yes	no	yes
1324	الحكومة البرازيلية @jairbolsonaro توقع اتفاقية مع استرازينيكا @AstraZeneca لنقل التكنلوجيا و تصنيع تطعيم 💉AZD1222 (تطعيم أوكسفورد) الاتفاقية ضمنت للبرازيل حق تصنيع💉100مليون جرعة، و مستقبل صناعة دوائية 🗓متوقع بداية تصنيع التطعيم في ديسمبر2020 https://t.co/uIzOQY3782 (277) https://t.co/9zgjx1vUDe	yes	no	yes	no	no	no	yes
1325	وزير الصحة في #ألمانيا : لقاح #روسيا لـ #كورونا لم يختبر على نحو كافٍ https://t.co/Nq1XBNyH7M #العربية	yes	no	yes	yes	yes	yes	yes
1326	من المقرر أن تبدأ الأسبوع القادم في إندونيسيا تجارب بشرية على لقاح محتمل لفيروس #كورونا في إطار تعاون بين شركة بايو فارما الحكومية للأدوية وشركة سينوفاك بايوتك الصينية. يأتي ذلك في الوقت الذي تواجه فيه إندونيسيا صعوبات في احتواء تفشي الفيروس فيها مع ارتفاع مطرد في حالات الإصابة. https://t.co/AEMVP0hUo4	yes	no	yes	no	no	no	yes
1327	#الشبيبة| اللقاح الروسي ضد #كورونا لن يكون متاحًا للأطفال في العام الحالي.. https://t.co/FetKlWdhb2	yes	no	yes	no	yes	no	yes
1328	#عاجل #روسيا تعلن رسميا أنها طورت أول لقاح ل #كورونا والرئيس الروسي فلاديمير بوتين يقول إن ابنته تلقت جرعة من اللقاح الجديد	yes	no	yes	no	no	no	yes
1329	بوتين يعلن عن تسجيل أول لقاح ضد فيروس كورونا في العالم لأول مرة بسمع بخبرية حلوة ب ٢٠٢٠❤️ #كورونا	yes	no	yes	no	no	no	yes
1330	عاجل | #ترمب: سنعلن قريباً عن لقاح ضد #كورونا https://t.co/5t3eIvPjBE https://t.co/v0eazc2968	yes	no	yes	no	yes	no	yes
1331	"الأمين العام @antonioguterres: ""ما من بلد آمن وصحي حتى تصبح جميع البلدان آمنة وصحية. في سعينا الجماعي نحو تطوير لقاح ضد #كوفيد_19، يتعين علينا ضمان أنه حقا لقاح لكل الناس، في متناول الجميع في كل مكان."" https://t.co/MttJAx4Pjt"	no					no	yes
1332	بشرى من «الصحة العالمية»: 6 لقاحات ضد كورونا تدخل مرحلة متقدمة من التجارب https://t.co/fPzOemNzuA #الصحة_العالمية #فيروس_كورونا #كورونا #لقاح_كورونا https://t.co/m5GpAwWKvO	yes	no	yes	no	yes	no	yes
1333	وزير الصحة الروسي : أبشروا بنهاية COVID-19 وزير الصحة الروسي : رسميا اللقاح الروسي ضد هذا الوباء ناجح 100% بوتين : سيستفيد حلفاؤنا من اللقاح قبل 10 أوت كل من الصين و الجزائر و كوبا بوتين : سنسوق المصل نهاية أوت لباقي العالم المصدر : CNN الأمريكية ان شاء الله منكونوش حقل تجارب	yes	yes	yes	no	yes	no	yes
1334	"وزير الصحة ميخائيل موراشكو يعلن أن روسيا تعتزم بدء تلقيح سكان البلاد ضد فيروس ""كورونا"" في أكتوبر القادم. #روسيا #كورونا #لقاح #فيروس #كوفيد_19 https://t.co/a19sVdbVUy"	yes	no	yes	no	no	no	yes
1335	#عاجل بوتين يعلن تسجيل أول لقاح ضد كورونا في العالم https://t.co/TwScP9Jpz6 #الغد #كورونا #روسيا #صحة	yes	no	yes	no	yes	no	yes
1336	الغرب يطالب بالبيانات.. و #موسكو ترد بإعلان حصانة «ابنة الرئيس»! «لقاح #بوتين».. فوز «مشكوك فيه» بـ «الماراثون» #عكاظ #ان_تكون_اولا #تطبيق_عكاظ #كورونا #corona https://t.co/HT6487vvBH	yes	yes	no	yes	yes	no	yes
1337	#نعم_لنظرية_المؤامرة عام ٢٠١١م تم إخراج فلم Contagion يحاكي أحداث فيروس كورونا بالتمام حتى أنهم تقابلوا مع الدكتور غوبتا في الفلم لمناقشة الفيروس !! ومن سينتج اللقاح فرنسا أو الصين؟ المطارات فاضية والشوارع فاضية الخلاصة كأنك تشاهد أحداث كورونا ٢٠٢٠م. حسبنا الله ونعم الوكيل	no					yes	yes
1338	توقعات كبيرة بان المدارس اذا اغلقت لوقت اطول فان الامهات سيكتشفن لقاح #كورونا قبل العلماء #اقوال__ستي	no					no	no
1339	معدلات الإصابة بكورونا ترتفع عند الرجال، وخصوصا المسنين وتتسبب في موتهم أكثر من النساء. فما السبب؟ #لقاح #إصابة #مناعة #كورونا #فيروس https://t.co/tfMmUdn46n	yes	no	yes	no	yes	no	yes
1340	انتهاء التجارب على لقاح روسي مضاد لـ #كورونا https://t.co/2EZ0npy2Sz #rtarabic	yes	no	yes		yes	no	yes
1341	"#الفلبين | أشاد الرئيس الفلبيني رودريغو دوتيرتي بالجهود الروسية لتطوير لقاح مضاد لفيروس #كورونا المستجد، قائلاً ""إنني أثق كثيراً في دراساتكم لمكافحة كوفيد-19"". https://t.co/mmVgXmPpBx"	yes	no	yes	no	yes	no	yes
1342	بدء تجربة سريرية على لقاح تجريبي ألماني صيني ضد فيروس كورونا المستجد #كورونا #الصين #المانيا https://t.co/rgzjhvNm7P	yes	no	yes	no	no	no	yes
1343	#روسيا : تسجيل أول لقاح لفيروس #كورونا في العالم الاسبوع المقبل .	yes	yes	yes	no	no	no	yes
1344	"بوتين يعلن تسجيل بلاده أول لقاح ضد كورونا في العالم وقال في اجتماع مع أعضاء الحكومة عبر تقنية ""فيديو كونفرنس""، إنّ وزارة الصحة سجلت صباح الثلاثاء أول لقاح في العالم ضد فيروس كورونا، بعد اجتيازه جميع الاختبارات اللازمة، حسب ما نقلت قناة ""روسيا اليوم"" https://t.co/uYNT5BQZco"	yes	no	yes	no	yes	no	yes
1345	"اتهم الرئيس الأمريكي إدارة الغذاء والدواء بـ""العمل على إبطاء تجارب لقاحات فيروس كورونا وتأخيرها لما بعد الانتخابات الأمريكية، في وقت تجاوزت فيه وفيات كورونا 800 ألف شخص حول العالم https://t.co/DGpb7UqfmT"	yes	no	yes	yes	yes	yes	yes
1346	أسترازينيكا: بدء إنتاج لقاح #كورونا قريباً ونأمل توفره نهاية 2020 للتفاصيل: https://t.co/LZ1acgCDf7 #نتصدر_المشهد #COVID19 https://t.co/b2TCtmjKqA	yes	no	yes	no	yes	no	yes
1347	أفضل طريقه للتخلص من فيروس كورونا بدون تطعيم أو أدويه أو حظر وتباعد وتعقيم وكمامات، هي ان تغلق الحكومه الكهرباء عن سائر البلاد لمده اسبوعين ونعيش بدرجات حراره تتراوح بين ٤٥-٥٥ درجه. وبهذه الطريقه نموت مع الفيروس ونرتاح ونريح الحكومه من التحلطم والحش والقرقه 😓	no					no	no
1348	في نشرة #أخبار @TRTArabi: #تركيا @saadabd1993: #أردوغان: #بشرى كبيرة ستفتح عهداً جديداً @Oalhajj87: إما لقاح لـ #فيروس_كورونا أو اكتشاف نفطي، وإن غدا لناظره قريب @meyah94:صحيفة بلومبرغ: #تركيا اكتشفت مصدرا كبيرا للطاقة في البحر الأسود ويتوقع أن يكون حقلا للغاز الطبيعي https://t.co/HGc6SHZbrd	no					no	no
1349	#ترامب: لقاح #كورونا قد يكون جاهزا يوم #الانتخابات_الرئاسية فى 3 نوفمبر https://t.co/sCwwx7kXZv	yes	no	yes	no	yes	no	yes
1350	#الصين تفجر مفاجأة.. «بدأنا استخدام لقاح ضد #كوفيد_19» #عاجل #عكاظ #ان_تكون_اولا #تطبيق_عكاظ #كورونا #corona https://t.co/JKtKib3Ml4	yes	no	yes		yes	no	yes
1351	سرعة انتشار الغباء اسرع من سرعة انتشار #كورونا فالغباء والوباء منتشر في #شرق_سلوى فدواء الوباء اللقاح ، ودواء الغباء الانجازات التي سببت لهم جراح فنحن من صنع التاريخ والانجازات والقوى العربية🇸🇦🇦🇪🇧🇭🇪🇬 ودولة السنافر مازالت تصنع قوالب بيض وحفاظات والطائرات الورقية و ATM لأردوغان https://t.co/gMzIAFx44n	no					no	no
1352	ملف #كورونا هو احد ملفات الحوار الاستراتيجي المهمة, ولا زال العراق يعاني من ارتفاع الاصابات كما يعاني من ضعف الخدمات الصحية في الربع الاخير من السنة قد يتوفر لقاح للكورونا وعلينا الاستعداد لهذا الامر ماليا وفنيا كما يجب ان توضع خطة استراتيجية لاحتمال انتشار جائحة اخرى مستقبلا.	no					no	yes
1353	"بدء المرحلة الثالثة من اختبار لقاح ضد ""#كورونا"" في باكستان للتفاصيل: https://t.co/AcMmtkmDVY #نتصدر_المشهد #COVID19 https://t.co/411Dh7h0SY"	yes	no	yes	no	yes	no	yes
1354	متخصص علاجات مناعية يوضح لـ«#عـاجـل» موقف لقاح #كورونا الروسي https://t.co/BRBf4hWwI7 https://t.co/3qIo7MrE6t	no					no	yes
1355	"بدأت #إندونيسيا الثلاثاء اختبار لقاح صيني ضد فيروس #كورونا المستجد طوره مختبر ""سينوفاك بيوتيك"" على 1600 متطوع. وسبق أن اختبر هذا اللقاح على 9 آلاف متطوع في البرازيل، وهي ثاني أكثر الدول تضرراً في العالم من الفيروس بعد الولايات المتحدة. #فرانس_برس (2/1)"	yes	no	yes	no	yes	no	yes
1356	في إطار التعاون الطبي، وبإشراف دائرة الصحة – أبوظبي، بدأت التجارب السريرية للمرحلة الثالثة من تجارب لقاح لعلاج فيروس كورونا المستجد #كورونا #كوفيد19 #كوفيد_19 #فيروس_كورونا https://t.co/4AcfCrSJJv	yes	no	yes	no	yes	no	yes
1357	أعلن الرئيس الروسي فلاديمير بوتين اليوم الثلاثاء أن بلاده سجلت أول لقاح في العالم يوفر مناعة مستدامة ضد فيروس كورونا والذي طوره معهد غماليا في موسكو، الجرعة الأولى من اللقاح تلقتها ابنته #مساء #التفاؤل يارب🙏🏻😢🌏 https://t.co/Y7CAzbNglh	yes	yes	yes	no	no	no	yes
1358	موسكو عرضت على واشنطن التعاون لإنتاج لقاح #كورونا..والرد صادم | #كوفيد_19 #Covid_19 #corona https://t.co/m85MlP4v0C	yes	no	yes	yes	yes	no	yes
1359	تحتاج #روسيا إلى تدعيم مكانتها الدولية في ظل حالة التنافس الدولي، وبالتالي النجاح الذي حققته بالتوصل إلى لقاح لفيروس #كورونا سينعكس على مجمل علاقاتها وتشعّبات تمددها في مختلف القارات ، وهذا سبب الغضب الغربي الذي يحاول التقليل من أهمية الإنجاز الروسي ،،	yes	yes	yes	no	no	no	yes
1360	"#الأردن يبدأ تجارب سريرية لاختبار لقاح ""صيني"" ضد #فيروس_كورونا https://t.co/RX9fLVizwO"	yes	no	yes	no	no	no	yes
1361	أميركا تستثمر حتى الآن نحو 10 مليارات$ في مشاريع لقاحات #كورونا ... المؤتمر الصحفي للرئيس الأميركي دونالد ترامب https://t.co/3Fjpu9QUe7	yes	no	yes	no	yes	no	yes
1362	اللقاح الوحيد الموجود حاليا ضد فايروس #كورونا أنك تتلقح بالبيت #الكمامة_واجب https://t.co/BbhWL25zCu	no					no	no
1363	"#نشرة_الكورونا مع #هزاع_الشرياني 🇱🇧 اللبنانيون بين #كورونا والانفجار 🇦🇪 مسؤولو الصحة بأبوظبي يتلقون الجرعة الـ2 من اللقاح 🇸🇦 استقرار الإصابات في السعودية 🇺🇸 فيسبوك يحذف تسجيلاً لترامب 🇦🇶 إجراءات صارمة لمنع وصول كورونا لأنتاركتيكا 💉 ""موديرنا"" تعلن سعر لقاح كورونا #شغف_بالمعرفة https://t.co/yy9O658fmR"	yes	no	yes	no	yes	no	yes
1364	سُئلت عن اللقاح الروسي، بخصوص #اللقاح #الروسي أو أي لقاح يجب أن يكون آمن وفعّال لكي يُصرح باستخدامه ويتم ذلك عن طريق إجراء الدراسات الإكلينيكية ولم أطلع على دراسات اللقاح الروسي لأني لأعرف هل نشرت أو لا. أعتقد أن اللقاح الفعّال بشكل كبير وأيضا آمن قد يأخذ وقت. https://t.co/LohMJ84miv	yes	yes	yes	no	yes	no	yes
1365	إعطاء أولوية لقاح #كورونا إلى العاملين في المجال الطبي وكبار السن في #اليابان https://t.co/05FRJdGAJi	yes	no	yes	no	no	no	yes
1366	وفي مجال توفير اللقاح الخاص بفيروس كورونا تبين انه يوجد تنسيق مستمر للوزارة مع منظمة التحالف العالمي للقاحات والتحصين للحصول على 700 الف جرعة لقاح فيروس كورونا وتسعى السلطنة للمشاركة في تطوير الأبحاث المتعلقة بهذا اللقاح مما سيضمن لها حق الأولوية للحصول عليه فور تصنيعه	yes	yes	yes	no	no	no	yes
1367	مناعة لمدة عامين.. تفاصيل أول لقاح روسي ضد #كورونا https://t.co/SUIL8KDCLL	yes	yes	yes	no	no	no	yes
1368	 #الصحة تكشف إصابة 956 بـ #كورونا مقابل كل مليون بـ #مصر.. ارتفاع نسب التعافى من الفيروس لـ71%.. رئيس مكافحة كورونا يحذر من التعجل فى إنتاج اللقاح ويرجح طرحه أواخر العام.. وينصح بعدم استخدام علاجات الأنفلونزا لكورونا https://t.co/QOmWourhjs https://t.co/c4fPIdxPWV	yes	no	yes	yes	yes	yes	yes
